time,lat,lon,alt,Current,RSSI,ECIO,IO,SINR(8),RSRQ,SNR,RSRP,E-UTRA band 1: 2100,E-UTRA band 1: 900,,,,,,,,,
2021-11-10T07:53:16.000Z,35.38913607,139.4316592,121,-43,-43,-2.5,-106,9,-13,-1.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:24.000Z,35.38896703,139.4314466,119,-43,-43,-2.5,-106,9,-13,-1.6,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:28.000Z,35.38872111,139.4311206,122,-43,-43,-2.5,-106,9,-13,1,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -15.9, -80.1, -56.4]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:40.000Z,35.38805062,139.4302155,122,-43,-43,-2.5,-106,9,-13,-2.6,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.6, -81.3, -56.7]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:41.000Z,35.38799465,139.4301343,122,-43,-43,-2.5,-106,9,-13,-0.8,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.5, -81.5, -57.1, '\t\tCell [1]:', 182.0, -17.9, -82.7, -57.4]","['\t\tCell [0]:', 196.0, -16.7, -77.2, -52.6, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:42.000Z,35.38793868,139.4300531,118,-43,-43,-2.5,-106,9,-13,-4.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:50.000Z,35.38754521,139.4295312,119,-43,-43,-2.5,-106,9,-13,-4,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 106.0, -15.4, -75.3, -52.0, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:51.000Z,35.38753786,139.4295312,118,-43,-43,-2.5,-106,9,-13,-0.6,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.5, -81.8, -56.6, '\t\tCell [1]:', 182.0, -18.4, -82.6, -56.8]","['\t\tCell [0]:', 106.0, -15.8, -74.6, -51.5, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:55.000Z,35.38753108,139.4295157,118,-43,-43,-2.5,-106,9,-13,-2.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 106.0, -15.3, -74.2, -51.3, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:07.000Z,35.38763573,139.4294764,102,-43,-43,-2.5,-106,9,-13,-2.8,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 106.0, -17.0, -76.1, -52.4, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:08.000Z,35.3876578,139.4294788,98,-43,-43,-2.5,-106,9,-13,-4.6,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 106.0, -16.5, -75.8, -51.9, '\t\tCell [1]:', 131.0, -16.6, -78.3, -52.2, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:09.000Z,35.38765046,139.42948,71,-43,-43,-2.5,-106,9,-13,-3,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 29.0, -14.5, -78.2, -56.0]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:21.000Z,35.38752239,139.4294968,59,-43,-43,-2.5,-106,9,-13,-0.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 29.0, -16.1, -80.0, -55.6]","['\t\tCell [0]:', 106.0, -14.9, -75.3, -53.1, '\t\tCell [1]:', 188.0, -15.6, -77.1, -53.8, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:22.000Z,35.38752242,139.4294992,56,-43,-43,-2.5,-106,9,-13,-0.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 29.0, -16.1, -80.0, -55.6]","['\t\tCell [0]:', 106.0, -14.9, -75.3, -53.1, '\t\tCell [1]:', 188.0, -15.6, -77.1, -53.8, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:26.000Z,35.38752307,139.4294921,44,-43,-43,-2.5,-106,9,-13,-0.6,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 29.0, -16.6, -80.1, -55.1, '\t\tCell [1]:', 134.0, -16.1, -79.9, -55.3, '\t\tCell [2]:', 36.0, -15.6, -78.7, -55.4]","['\t\tCell [0]:', 106.0, -12.9, -72.8, -51.3, '\t\tCell [1]:', 188.0, -14.1, -74.5, -52.5, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:27.000Z,35.38752309,139.4294945,31,-43,-43,-2.5,-106,9,-13,0.4,-73,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 29.0, -14.0, -77.2, -55.1, '\t\tCell [1]:', 134.0, -16.2, -80.5, -55.1, '\t\tCell [2]:', 163.0, -14.8, -78.2, -54.8]","['\t\tCell [0]:', 106.0, -10.6, -71.0, -52.6, '\t\tCell [1]:', 188.0, -14.2, -76.5, -54.6, '\t\tCell [2]:', 196.0, -16.9, -79.1, -54.4, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:54:31.000Z,35.38751979,139.4294958,20,-43,-43,-2.5,-106,9,-13,4,-73,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:54:39.000Z,35.38749444,139.4294971,18,-43,-43,-2.5,-106,9,-13,3.2,-73,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:54:43.000Z,35.38750181,139.4294995,14,-37,-37,-2.5,-106,9,-8,15.6,-66,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 188.0, -9.5, -76.0, -59.0, '\t\tCell [1]:', 163.0, -10.7, -75.2, -55.9]"
2021-11-10T07:54:50.000Z,35.38750182,139.4295007,14,-37,-37,-2.5,-106,9,-8,15.6,-66,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:54:51.000Z,35.38749448,139.4295007,10,-42,-42,-2.5,-106,9,-8,16.4,-71,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 163.0, -10.2, -77.2, -59.2, '\t\tCell [1]:', 188.0, -9.1, -80.6, -64.0]"
2021-11-10T07:54:59.000Z,35.38749845,139.4294947,9,-42,-42,-2.5,-106,9,-8,16.4,-71,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 163.0, -11.0, -79.6, -60.2, '\t\tCell [1]:', 188.0, -10.0, -80.1, -61.5]"
2021-11-10T07:55:00.000Z,35.38749845,139.4294947,8,-42,-42,-2.5,-106,9,-8,14.8,-71,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:55:01.000Z,35.38749845,139.4294947,6,-42,-42,-2.5,-106,9,-8,15.2,-71,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 163.0, -7.8, -86.2, -70.8, '\t\tCell [1]:', 29.0, -11.9, -93.5, -73.6]","['\t\tCell [0]:', 163.0, -8.9, -82.4, -66.8, '\t\tCell [1]:', 188.0, -11.5, -91.9, -72.9, '\t\tCell [2]:', 131.0, -15.4, -92.3, -69.3]"
2021-11-10T07:55:08.000Z,35.38750244,139.42949,5,-42,-42,-2.5,-106,9,-8,5.4,-71,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 163.0, -8.5, -77.1, -59.8, '\t\tCell [1]:', 188.0, -10.8, -89.5, -63.8]"
2021-11-10T07:55:09.000Z,35.38750583,139.4294983,2,-42,-42,-2.5,-106,9,-8,17.6,-64,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:55:13.000Z,35.38750585,139.4294995,1,-42,-42,-2.5,-106,9,-8,15.6,-64,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:55:20.000Z,35.38751379,139.4294864,0,-34,-34,-2.5,-106,9,-8,17,-64,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:55:21.000Z,35.38750983,139.4294948,0,-34,-34,-2.5,-106,9,-8,17.8,-64,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 163.0, -7.0, -83.9, -69.1, '\t\tCell [1]:', 81.0, -11.9, -103.8, -83.7]",[]
2021-11-10T07:55:25.000Z,35.38750983,139.4294948,0,-34,-34,-2.5,-106,9,-8,18,-64,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 163.0, -8.0, -82.3, -66.5]"
