time,lat,lon,alt,Current,RSSI,ECIO,IO,SINR(8),RSRQ,SNR,RSRP,E-UTRA band 1: 2100,E-UTRA band 1: 900,,,,,,,,,
2021-11-10T07:47:02.000Z,35.38758117,139.4305675,117,-43,-43,-2.5,-106,9,-13,-4,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:03.000Z,35.38757382,139.4305675,118,-43,-43,-2.5,-106,9,-13,-1.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:15.000Z,35.38749416,139.430226,118,-43,-43,-2.5,-106,9,-13,-1.8,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.1, -81.3, -56.7]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:16.000Z,35.38747099,139.4301544,117,-43,-43,-2.5,-106,9,-13,-3,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -18.0, -83.1, -56.5]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:23.000Z,35.38734386,139.4297019,118,-43,-43,-2.5,-106,9,-13,-3,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.2, -82.8, -56.3, '\t\tCell [1]:', 28.0, -17.5, -81.5, -56.1]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:24.000Z,35.38732012,139.4296457,118,-43,-43,-2.5,-106,9,-13,1.2,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:47:35.000Z,35.3871365,139.4289246,119,-43,-43,-2.5,-106,9,-13,-3.8,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 134.0, -15.8, -81.2, -56.5]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:36.000Z,35.38711672,139.4288614,118,-43,-43,-2.5,-106,9,-13,-1.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 28.0, -16.5, -80.6, -56.4, '\t\tCell [1]:', 36.0, -16.5, -80.2, -56.1]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:40.000Z,35.38705231,139.428607,118,-43,-43,-2.5,-106,9,-18,-5.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.3, -82.1, -57.0, '\t\tCell [1]:', 28.0, -17.0, -81.4, -56.6]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:47.000Z,35.38704327,139.4285521,117,-43,-43,-2.5,-106,9,-18,-8,-82,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:47:52.000Z,35.38706193,139.428545,117,-43,-43,-2.5,-106,9,-18,-4.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.7, -83.2, -58.4]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:48:04.000Z,35.38730287,139.4285045,117,-43,-43,-2.5,-106,9,-18,-3.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.0, -80.7, -56.9]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:48:05.000Z,35.38730287,139.4285045,116,-43,-43,-2.5,-106,9,-18,-2,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.3, -80.8, -56.8]","['\t\tCell [0]:', 109.0, -16.1, -76.7, -52.7, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:48:06.000Z,35.38730287,139.4285045,116,-43,-43,-2.5,-106,9,-18,-3.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -18.3, -82.5, -55.1]","['\t\tCell [0]:', 109.0, -16.2, -77.7, -52.4]"
2021-11-10T07:48:18.000Z,35.38747348,139.4291766,115,-43,-43,-2.5,-106,9,-18,-1.4,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:48:19.000Z,35.3874893,139.4292483,116,-43,-43,-2.5,-106,9,-18,-1.4,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.3, -79.3, -55.8]",[]
2021-11-10T07:48:23.000Z,35.38755371,139.4295014,115,-43,-43,-2.5,-106,9,-12,1,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 109.0, -17.2, -78.6, -53.7]"
2021-11-10T07:48:24.000Z,35.38757348,139.4295647,115,-43,-43,-2.5,-106,9,-12,-1.4,-72,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.4, -79.6, -55.1, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -17.0, -77.6, -51.8]"
2021-11-10T07:48:28.000Z,35.38764467,139.4298345,116,-43,-43,-2.5,-106,9,-17,-3.4,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.1, -78.8, -55.0, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -15.5, -76.5, -52.2]"
2021-11-10T07:48:36.000Z,35.38776556,139.4303562,116,-43,-43,-2.5,-106,9,-17,-3.2,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.1, -80.6, -56.8, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -14.2, -74.6, -52.9]"
2021-11-10T07:48:40.000Z,35.3878407,139.4306177,116,-43,-43,-2.5,-106,9,-17,-3.8,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.5, -80.3, -56.4, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -15.2, -75.4, -52.5]"
2021-11-10T07:48:47.000Z,35.38786049,139.4306822,116,-43,-43,-2.5,-106,9,-17,-4.4,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -15.8, -80.4, -55.9, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -16.7, -77.8, -53.4]"
2021-11-10T07:48:48.000Z,35.38786727,139.4306977,117,-43,-43,-2.5,-106,9,-17,-4.6,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.9, -82.0, -56.4, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -14.1, -74.8, -52.8]"
2021-11-10T07:48:52.000Z,35.38801542,139.4307765,116,-43,-43,-2.5,-106,9,-17,-5.8,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.6, -81.3, -56.6, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -15.2, -75.0, -52.1]"
2021-11-10T07:48:59.000Z,35.38816017,139.430847,116,-43,-43,-2.5,-106,9,-17,-6.4,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.2, -81.7, -56.8, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -15.9, -77.3, -53.3]"
2021-11-10T07:49:00.000Z,35.38816017,139.430847,117,-43,-43,-2.5,-106,9,-17,-2.2,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.7, -82.0, -56.5, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']","['\t\tCell [0]:', 109.0, -17.8, -78.6, -53.3]"
2021-11-10T07:49:04.000Z,35.38815621,139.4308542,117,-43,-43,-2.5,-106,9,-17,-1.2,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:49:11.000Z,35.38810987,139.4307109,117,-43,-43,-2.5,-106,9,-17,-3.6,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.9, -81.8, -56.6]","['\t\tCell [0]:', 109.0, -16.5, -78.2, -51.9, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:49:16.000Z,35.38802626,139.4303778,119,-43,-43,-2.5,-106,9,-17,-3,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.7, -82.1, -56.8]","['\t\tCell [0]:', 131.0, -17.8, -78.0, -52.7, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:49:28.000Z,35.38783078,139.4295779,119,-43,-43,-2.5,-106,9,-17,-1,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:49:29.000Z,35.38781836,139.4295146,119,-43,-43,-2.5,-106,9,-17,-0.2,-78,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:49:30.000Z,35.38779858,139.4294513,119,-43,-43,-2.5,-106,9,-12,2,-72,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:49:34.000Z,35.38773078,139.4291899,119,-43,-43,-2.5,-106,9,-12,2.6,-72,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:49:41.000Z,35.38762232,139.4287314,118,-43,-43,-2.5,-106,9,-12,-1.6,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -15.9, -81.6, -55.9]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:49:42.000Z,35.38760989,139.4286681,117,-43,-43,-2.5,-106,9,-17,-1.8,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:49:51.000Z,35.38761952,139.4286061,116,-43,-43,-2.5,-106,9,-17,-1.8,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 92.0, -16.1, -77.6, -51.4]"
2021-11-10T07:49:52.000Z,35.38765232,139.4286156,117,-43,-43,-2.5,-106,9,-17,-3.2,-77,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:49:55.000Z,35.38780896,139.4286634,116,-43,-43,-2.5,-106,9,-12,0.2,-74,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.2, -82.4, -57.3]",[]
2021-11-10T07:50:03.000Z,35.38785986,139.4286826,115,-43,-43,-2.5,-106,9,-12,-3.4,-74,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.3, -80.1, -55.7]","['\t\tCell [0]:', 109.0, -16.6, -78.0, -52.7, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:04.000Z,35.38785986,139.4286826,116,-43,-43,-2.5,-106,9,-18,-5.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -14.9, -78.4, -55.8]","['\t\tCell [0]:', 109.0, -16.1, -77.9, -53.8, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:15.000Z,35.38800902,139.4292377,116,-43,-43,-2.5,-106,9,-13,4.2,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:50:16.000Z,35.38801805,139.4292926,116,-43,-43,-2.5,-106,9,-13,-0.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.9, -81.1, -56.3]","['\t\tCell [0]:', 109.0, -16.4, -77.7, -52.7, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:19.000Z,35.38807739,139.4294837,116,-43,-43,-2.5,-106,9,-13,-0.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.0, -80.3, -57.1]","['\t\tCell [0]:', 109.0, -17.3, -78.2, -52.6, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:32.000Z,35.38828924,139.4303385,116,-43,-43,-2.5,-106,9,-13,-2.6,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.9, -81.2, -55.5]","['\t\tCell [0]:', 109.0, -15.6, -75.9, -52.6, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:33.000Z,35.38830507,139.4304101,116,-43,-43,-2.5,-106,9,-13,-2.6,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.9, -80.5, -55.4]","['\t\tCell [0]:', 109.0, -15.3, -75.0, -51.5, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:34.000Z,35.38832484,139.4304734,115,-43,-43,-2.5,-106,9,-13,-3.6,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.4, -80.1, -54.7]","['\t\tCell [0]:', 109.0, -13.8, -74.1, -51.3]"
2021-11-10T07:50:41.000Z,35.38844066,139.4309331,116,-43,-43,-2.5,-106,9,-13,-4.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.9, -81.3, -55.4]","['\t\tCell [0]:', 109.0, -17.3, -77.9, -51.4]"
2021-11-10T07:50:42.000Z,35.38846043,139.4309964,117,-43,-43,-2.5,-106,9,-13,-1.8,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -19.7, -85.2, -55.8]","['\t\tCell [0]:', 109.0, -16.6, -77.1, -50.7]"
2021-11-10T07:50:46.000Z,35.38851466,139.4312256,116,-43,-43,-2.5,-106,9,-13,-4.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:50:53.000Z,35.3885384,139.4312817,114,-43,-43,-2.5,-106,9,-13,-3.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:54.000Z,35.38857402,139.4313152,116,-43,-43,-2.5,-106,9,-13,-4.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:50:58.000Z,35.38875154,139.4314967,115,-43,-43,-2.5,-106,9,-13,-4,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 188.0, -17.8, -78.5, -53.2, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:51:05.000Z,35.38884427,139.4315803,116,-43,-43,-2.5,-106,9,-13,-2.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -17.4, -82.4, -57.4]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:51:06.000Z,35.38884427,139.4315803,117,-43,-43,-2.5,-106,9,-13,-2.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 188.0, -17.3, -77.1, -51.8, '\t\tCell [1]:', 106.0, -17.5, -78.2, -50.9]"
2021-11-10T07:51:17.000Z,35.38878722,139.4313272,118,-43,-43,-2.5,-106,9,-13,1.2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:18.000Z,35.38876745,139.4312639,117,-43,-43,-2.5,-106,9,-13,1,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:22.000Z,35.38869965,139.4310024,117,-43,-43,-2.5,-106,9,-13,-1.4,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:29.000Z,35.38858384,139.4305428,118,-43,-43,-2.5,-106,9,-13,-2.4,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']",[]
2021-11-10T07:51:34.000Z,35.38849966,139.4302264,117,-43,-43,-2.5,-106,9,-13,-2,-75,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:46.000Z,35.38831098,139.4294432,118,-43,-43,-2.5,-106,9,-13,3.4,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:47.000Z,35.3882912,139.4293799,118,-43,-43,-2.5,-106,9,-13,4.4,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:48.000Z,35.38827538,139.4293083,117,-43,-43,-2.5,-106,9,-13,1.6,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:51:59.000Z,35.3881556,139.428857,117,-43,-43,-2.5,-106,9,-13,-1.8,-76,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 188.0, -17.4, -79.3, -54.2, '\t\tCell [1]:', 106.0, -17.7, -79.2, -52.1, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:52:00.000Z,35.3881556,139.428857,116,-43,-43,-2.5,-106,9,-13,-3.2,-76,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:04.000Z,35.38816635,139.4288653,116,-43,-43,-2.5,-106,9,-8,8.8,-65,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:11.000Z,35.38842702,139.4289884,115,-43,-43,-2.5,-106,9,-8,10.2,-65,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:16.000Z,35.3884485,139.4290051,115,-43,-43,-2.5,-106,9,-8,4.4,-65,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:28.000Z,35.38856431,139.4294636,116,-43,-43,-2.5,-106,9,-8,2.4,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:29.000Z,35.38858071,139.4295197,115,-43,-43,-2.5,-106,9,-8,2.8,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:30.000Z,35.38859653,139.4295913,116,-43,-43,-2.5,-106,9,-13,-0.8,-70,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:52:41.000Z,35.38877335,139.4302957,117,-43,-43,-2.5,-106,9,-13,-3.8,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:42.000Z,35.38879652,139.4303674,116,-43,-43,-2.5,-106,9,-13,-4.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 109.0, -13.0, -73.1, -51.1]"
2021-11-10T07:52:46.000Z,35.38886432,139.4306288,116,-43,-43,-2.5,-106,9,-13,-3.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:54.000Z,35.38899991,139.4311518,116,-43,-43,-2.5,-106,9,-13,-3,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:52:55.000Z,35.38901573,139.4312234,116,-43,-43,-2.5,-106,9,-13,-3,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 188.0, -16.5, -76.4, -50.9]"
2021-11-10T07:52:59.000Z,35.38907956,139.4314921,116,-43,-43,-2.5,-106,9,-13,-4.6,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],"['\t\tCell [0]:', 188.0, -17.3, -78.0, -51.3, '\t\tCell [1]:', 109.0, -17.5, -77.8, -51.1]"
2021-11-10T07:53:00.000Z,35.38909933,139.4315553,115,-43,-43,-2.5,-106,9,-13,-5.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,[],[]
2021-11-10T07:53:04.000Z,35.38912533,139.4316508,116,-43,-43,-2.5,-106,9,-13,-2.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.2, -79.8, -55.9, '\t\tCell [1]:', 81.0, -18.3, -81.7, -55.6]","['\t\tCell [0]:', 109.0, -16.0, -75.6, -51.8, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:11.000Z,35.38912872,139.4316592,116,-43,-43,-2.5,-106,9,-13,-4.2,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -16.4, -80.6, -55.6]","['\t\tCell [0]:', 109.0, -16.6, -76.6, -52.3, '\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
2021-11-10T07:53:12.000Z,35.38912872,139.4316592,116,-43,-43,-2.5,-106,9,-13,-4.4,-79,163,475,15,eutran-1,deconfigured,325,1675,15,eutran-3,"['\t\tCell [0]:', 36.0, -18.0, -82.4, -56.3]","['\t\tCell [0]:', '\t\tCell [1]:', '\t\tCell [2]:', '\t\tCell [3]:', '\t\tCell [4]:', '\t\tCell [5]:', '\t\tCell [6]:', '\t\tCell [7]:']"
