time,lat,lon,alt,MCC,MNC,CELL_ID,earfcn_dl,earfcn_ul,RSRP,RSRQ,SINR,LTE RRC,csq,cgreg
2022-03-09T06:07:34.000Z,35.388576249,139.428167303,86,440,20,9994587,3750,-1,-83,-16,5.0,idle,83,"[0, 1]"
2022-03-09T06:07:36.000Z,35.388697268,139.428181672,87,440,20,9994587,3750,-1,-83,-16,5.0,idle,83,"[0, 1]"
2022-03-09T06:07:37.000Z,35.388766829,139.428193638,87,440,20,9994587,3750,-1,-83,-16,6.0,idle,83,"[0, 1]"
2022-03-09T06:07:40.000Z,35.388957397,139.428218771,87,440,20,9994587,3750,-1,-83,-16,4.0,idle,83,"[0, 1]"
2022-03-09T06:07:42.000Z,35.389059743,139.428239098,83,440,20,8659292,3750,-1,-83,-16,4.0,idle,83,"[0, 1]"
2022-03-09T06:07:43.000Z,35.389074439,139.428239098,85,440,20,8659292,3750,-1,-81,-16,4.0,idle,81,"[0, 1]"
2022-03-09T06:07:46.000Z,35.389070474,139.428246256,85,440,20,8659292,3750,-1,-81,-16,4.0,idle,81,"[0, 1]"
2022-03-09T06:07:48.000Z,35.389065951,139.428270135,90,440,20,8659292,3750,-1,-78,-16,2.0,idle,78,"[0, 1]"
2022-03-09T06:07:49.000Z,35.389057464,139.428301173,86,440,20,8659292,3750,-1,-78,-16,2.0,idle,78,"[0, 1]"
2022-03-09T06:07:52.000Z,35.389056274,139.428535159,79,440,20,8659292,3750,-1,-78,-16,2.0,idle,78,"[0, 1]"
2022-03-09T06:07:54.000Z,35.389068701,139.428598437,85,440,20,8659292,3750,-1,-78,-16,2.0,idle,78,"[0, 1]"
2022-03-09T06:07:55.000Z,35.389076061,139.428599639,84,440,20,8659292,3750,-1,-78,-16,4.0,idle,78,"[0, 1]"
2022-03-09T06:07:58.000Z,35.389027986,139.428604394,83,440,20,8659292,3750,-1,-78,-16,5.0,idle,78,"[0, 1]"
2022-03-09T06:08:00.000Z,35.38892901,139.428590024,80,440,20,8659292,3750,-1,-78,-16,5.0,idle,78,"[0, 1]"
2022-03-09T06:08:01.000Z,35.388859449,139.428578058,79,440,20,8659292,3750,-1,-78,-16,3.0,idle,78,"[0, 1]"
2022-03-09T06:08:04.000Z,35.388672835,139.428544563,80,440,20,8659292,3750,-1,-78,-16,3.0,idle,78,"[0, 1]"
2022-03-09T06:08:06.000Z,35.388548421,139.428521833,80,440,20,8659292,3750,-1,-78,-16,3.0,idle,78,"[0, 1]"
2022-03-09T06:08:07.000Z,35.38848622,139.428511069,80,440,20,8659292,3750,-1,-78,-16,3.0,idle,78,"[0, 1]"
2022-03-09T06:08:10.000Z,35.388295641,139.428484733,79,440,20,8659292,3750,-1,-78,-16,6.0,idle,78,"[0, 1]"
2022-03-09T06:08:12.000Z,35.388167262,139.428469162,80,440,20,8659292,3750,-1,-78,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:08:13.000Z,35.388112409,139.428458398,80,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:08:16.000Z,35.387918446,139.428424904,79,440,20,8659292,3750,-1,-78,-16,6.0,idle,78,"[0, 1]"
2022-03-09T06:08:18.000Z,35.387797997,139.428395016,79,440,20,8659292,3750,-1,-78,-16,6.0,idle,78,"[0, 1]"
2022-03-09T06:08:19.000Z,35.387731832,139.42839141,83,440,20,8659292,3750,-1,-78,-16,6.0,idle,78,"[0, 1]"
2022-03-09T06:08:22.000Z,35.387552565,139.428357917,82,440,20,8659292,3750,-1,-78,-16,6.0,idle,78,"[0, 1]"
2022-03-09T06:08:24.000Z,35.38743551,139.428336389,81,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:08:25.000Z,35.387373309,139.428325625,82,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:08:28.000Z,35.387190078,139.42829929,82,440,20,8659292,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:08:30.000Z,35.387065675,139.428277763,81,440,20,8659292,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:08:31.000Z,35.387010822,139.428266999,81,440,20,8659292,3750,-1,-84,-16,7.0,idle,84,"[0, 1]"
2022-03-09T06:08:34.000Z,35.386820243,139.428240664,78,440,20,8659292,3750,-1,-81,-16,7.0,idle,81,"[0, 1]"
2022-03-09T06:08:36.000Z,35.386765389,139.4282299,84,440,20,8659292,3750,-1,-81,-16,7.0,idle,81,"[0, 1]"
2022-03-09T06:08:37.000Z,35.386769354,139.428222742,85,440,20,8659292,3750,-1,-84,-16,7.0,idle,84,"[0, 1]"
2022-03-09T06:08:40.000Z,35.386758041,139.4282299,83,440,20,8659292,3750,-1,-84,-16,7.0,idle,84,"[0, 1]"
2022-03-09T06:08:42.000Z,35.386706558,139.428328968,82,440,20,8659292,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:08:43.000Z,35.386663562,139.428396999,83,440,20,8659292,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:08:46.000Z,35.386567932,139.428593931,79,440,20,8659292,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:08:48.000Z,35.386536249,139.428654803,84,440,20,8659292,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:08:49.000Z,35.386536249,139.428654803,83,440,20,8659292,3750,-1,-84,-16,7.0,idle,84,"[0, 1]"
2022-03-09T06:08:52.000Z,35.386550956,139.428656005,84,440,20,8659292,3750,-1,-79,-16,2.0,idle,79,"[0, 1]"
2022-03-09T06:08:54.000Z,35.386649942,139.428671577,85,440,20,8659292,3750,-1,-79,-16,2.0,idle,79,"[0, 1]"
2022-03-09T06:08:55.000Z,35.38670819,139.428690701,86,440,20,8659292,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:08:58.000Z,35.386902153,139.428724195,86,440,20,8659292,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:09:00.000Z,35.387023172,139.428738565,86,440,20,8659292,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:09:01.000Z,35.387085373,139.428749329,87,440,20,8659292,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:09:04.000Z,35.387275942,139.428774463,86,440,20,8659292,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:06.000Z,35.387403738,139.428804351,85,440,20,8659292,3750,-1,-84,-16,6.0,idle,85,"[0, 1]"
2022-03-09T06:09:07.000Z,35.38746594,139.428815116,86,440,20,26936070,3750,-1,-84,-16,7.0,idle,84,"[0, 1]"
2022-03-09T06:09:10.000Z,35.387649171,139.428841452,85,440,20,26936070,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:09:12.000Z,35.387780933,139.428864182,87,440,20,26936070,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:09:13.000Z,35.387835786,139.428874947,86,440,20,26936070,3750,-1,-81,-16,5.0,idle,81,"[0, 1]"
2022-03-09T06:09:16.000Z,35.388019017,139.428901283,86,440,20,26936070,3750,-1,-81,-16,5.0,idle,81,"[0, 1]"
2022-03-09T06:09:18.000Z,35.388147384,139.428915653,85,440,20,26936070,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:19.000Z,35.38821355,139.428919259,86,440,20,26936070,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:22.000Z,35.388400165,139.428952754,85,440,20,26936070,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:09:24.000Z,35.388513836,139.428967125,87,440,20,26936070,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:09:25.000Z,35.388580002,139.428970731,86,440,20,26936070,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:09:28.000Z,35.388767198,139.428989909,87,440,20,26936070,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:30.000Z,35.388891612,139.42901264,86,440,20,26936070,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:31.000Z,35.388957778,139.429016246,86,440,20,26936070,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:09:34.000Z,35.389030709,139.429034169,83,440,20,26936070,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:09:36.000Z,35.389026744,139.429041328,89,440,20,26936070,3750,-1,-81,-16,4.0,idle,81,"[0, 1]"
2022-03-09T06:09:37.000Z,35.389026744,139.429041328,97,440,20,8659292,3750,-1,-84,-16,10.0,idle,84,"[0, 1]"
2022-03-09T06:09:40.000Z,35.389041971,139.429229959,86,440,20,8659292,3750,-1,-81,-16,10.0,idle,81,"[0, 1]"
2022-03-09T06:09:42.000Z,35.389040805,139.429362471,84,440,20,8659292,3750,-1,-81,-16,10.0,idle,84,"[0, 1]"
2022-03-09T06:09:43.000Z,35.389047012,139.429393509,86,440,20,8659292,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:09:46.000Z,35.389054942,139.429379192,83,440,20,8659292,3750,-1,-80,-16,3.0,idle,80,"[0, 1]"
2022-03-09T06:09:48.000Z,35.388992729,139.429367225,82,440,20,8659292,3750,-1,-80,-16,3.0,idle,80,"[0, 1]"
2022-03-09T06:09:49.000Z,35.388933912,139.429363619,81,440,20,8659292,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:52.000Z,35.38873259,139.42932892,81,440,20,8659292,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:09:54.000Z,35.388611571,139.429314549,80,440,20,8659292,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:09:55.000Z,35.388552753,139.429310943,81,440,20,8659292,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:09:58.000Z,35.388376869,139.429284606,82,440,20,8659292,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:10:00.000Z,35.388252456,139.429261874,80,440,20,8659292,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:10:01.000Z,35.388190255,139.42925111,82,440,20,8659292,3750,-1,-79,-16,7.0,idle,79,"[0, 1]"
2022-03-09T06:10:04.000Z,35.38800364,139.429217614,81,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:06.000Z,35.387882621,139.429203243,81,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:07.000Z,35.38782042,139.429192479,81,440,20,8659292,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:10:10.000Z,35.387637189,139.429166142,82,440,20,8659292,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:10:12.000Z,35.387512775,139.429143411,81,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:13.000Z,35.38744661,139.429139805,80,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:16.000Z,35.387267343,139.42910631,82,440,20,8659292,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:10:18.000Z,35.387146324,139.429091939,82,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:19.000Z,35.387080729,139.429072815,81,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:22.000Z,35.386890149,139.429046478,82,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:24.000Z,35.386765736,139.429023748,81,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:25.000Z,35.386703535,139.429012983,82,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:28.000Z,35.386523698,139.428995007,83,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:30.000Z,35.386402679,139.428980637,83,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:31.000Z,35.386336513,139.428977031,81,440,20,8659292,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:10:34.000Z,35.386208716,139.428947143,82,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:36.000Z,35.386208716,139.428947143,82,440,20,8659292,3750,-1,-83,-16,6.0,idle,83,"[0, 1]"
2022-03-09T06:10:37.000Z,35.386201368,139.428947143,100,440,20,8659292,3750,-1,-83,-16,6.0,idle,83,"[0, 1]"
2022-03-09T06:10:40.000Z,35.386205308,139.429041455,86,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:42.000Z,35.386229022,139.429199043,85,440,20,8659292,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:10:43.000Z,35.386237484,139.429269477,85,440,20,8659292,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:10:46.000Z,35.386249886,139.429434223,87,440,20,8659292,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:10:48.000Z,35.386249886,139.429434223,84,440,20,8659292,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:10:49.000Z,35.386246491,139.429425863,84,440,20,8659292,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:10:52.000Z,35.386392971,139.429450998,84,440,20,8659292,3750,-1,-84,-16,1.0,idle,84,"[0, 1]"
2022-03-09T06:10:54.000Z,35.386528116,139.429480887,84,440,20,8659292,3750,-1,-84,-16,1.0,idle,84,"[0, 1]"
2022-03-09T06:10:55.000Z,35.386586933,139.429484494,84,440,20,8659292,3750,-1,-84,-16,2.0,idle,84,"[0, 1]"
2022-03-09T06:10:58.000Z,35.386770165,139.429510831,84,440,20,8659292,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:11:00.000Z,35.386891184,139.429525202,84,440,20,8659292,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:11:01.000Z,35.386960744,139.429537169,85,440,20,8659292,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:11:04.000Z,35.387136616,139.429562304,86,440,20,9994587,3750,-1,-84,-16,6.0,idle,84,"[0, 1]"
2022-03-09T06:11:06.000Z,35.387257646,139.429577878,86,440,20,9994587,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:11:07.000Z,35.387316464,139.429581484,85,440,20,9994587,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:11:10.000Z,35.387492348,139.429607822,85,440,20,9994587,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:11:12.000Z,35.387609402,139.429629351,85,440,20,9994587,3750,-1,-84,-16,5.0,idle,84,"[0, 1]"
2022-03-09T06:11:13.000Z,35.387678962,139.429641318,87,440,20,9994587,3750,-1,-84,-16,3.0,idle,84,"[0, 1]"
2022-03-09T06:11:16.000Z,35.387858776,139.429656892,85,440,20,9994587,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:11:18.000Z,35.387990537,139.429679624,86,440,20,26936070,3750,-1,-84,-16,4.0,idle,84,"[0, 1]"
2022-03-09T06:11:19.000Z,35.388049355,139.42968323,87,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:11:22.000Z,35.388232575,139.429708367,86,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:11:24.000Z,35.388356988,139.429731099,84,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:11:25.000Z,35.388423154,139.429734705,85,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:11:28.000Z,35.388599026,139.429759842,84,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:11:30.000Z,35.388723428,139.429781372,85,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:11:31.000Z,35.388789594,139.429784978,86,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:11:34.000Z,35.38897679,139.429804159,84,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:11:36.000Z,35.389038421,139.429830443,83,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:11:37.000Z,35.389035026,139.429822082,83,440,20,26936070,3750,-1,-80,-16,4.0,idle,80,"[0, 1]"
2022-03-09T06:11:40.000Z,35.389037839,139.42984476,89,440,20,26936070,3750,-1,-80,-16,4.0,idle,80,"[0, 1]"
2022-03-09T06:11:42.000Z,35.38905309,139.429931917,85,440,20,26936070,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:11:43.000Z,35.389064947,139.430010714,93,440,20,8659292,3750,-1,-93,-16,15.0,idle,93,"[0, 1]"
2022-03-09T06:11:46.000Z,35.389101657,139.430216067,83,440,20,8659292,3750,-1,-82,-16,15.0,idle,82,"[0, 1]"
2022-03-09T06:11:48.000Z,35.389111259,139.430255465,88,440,20,8659292,3750,-1,-82,-16,15.0,idle,82,"[0, 1]"
2022-03-09T06:11:49.000Z,35.389104481,139.430239946,82,440,20,8659292,3750,-1,-82,-16,15.0,idle,82,"[0, 1]"
2022-03-09T06:11:52.000Z,35.389090356,139.430224427,82,440,20,8659292,3750,-1,-82,-16,4.0,idle,82,"[0, 1]"
2022-03-09T06:11:54.000Z,35.388980079,139.430218416,82,440,20,8659292,3750,-1,-82,-16,4.0,idle,82,"[0, 1]"
2022-03-09T06:11:55.000Z,35.388910519,139.430206448,81,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:11:58.000Z,35.388727299,139.43018131,81,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:00.000Z,35.388602886,139.430158578,82,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:01.000Z,35.388544068,139.430154971,81,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:04.000Z,35.388360848,139.430129833,79,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:06.000Z,35.388236435,139.430107101,78,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:07.000Z,35.388177617,139.430103494,79,440,20,8659292,3750,-1,-82,-16,12.0,idle,82,"[0, 1]"
2022-03-09T06:12:10.000Z,35.387994397,139.430078357,80,440,20,8659292,3750,-1,-88,-16,11.0,idle,88,"[0, 1]"
2022-03-09T06:12:12.000Z,35.387873379,139.430063985,79,440,20,8659292,3750,-1,-88,-16,11.0,idle,88,"[0, 1]"
2022-03-09T06:12:13.000Z,35.387818525,139.43005322,81,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:16.000Z,35.387638689,139.430035241,79,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:18.000Z,35.387514275,139.430012509,80,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:19.000Z,35.387459422,139.430001744,80,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:22.000Z,35.387272808,139.429968246,81,440,20,8659292,3750,-1,-82,-16,2.0,idle,82,"[0, 1]"
2022-03-09T06:12:24.000Z,35.387147824,139.429961033,81,440,20,8659292,3750,-1,-82,-16,2.0,idle,82,"[0, 1]"
2022-03-09T06:12:25.000Z,35.387092971,139.429950268,80,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:28.000Z,35.386905787,139.42993229,80,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:30.000Z,35.386781373,139.429909558,79,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:12:31.000Z,35.386715207,139.429905951,79,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:34.000Z,35.386524628,139.429879613,78,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:36.000Z,35.386469786,139.42987005,82,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:37.000Z,35.386473751,139.429862892,84,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:40.000Z,35.386477157,139.429872455,84,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:42.000Z,35.386509385,139.429897536,86,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:43.000Z,35.386559144,139.429947698,85,440,20,8659292,3750,-1,-82,-16,5.0,idle,82,"[0, 1]"
2022-03-09T06:12:46.000Z,35.38670897,139.430080261,87,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:48.000Z,35.386812431,139.430171023,88,440,20,8659292,3750,-1,-82,-16,7.0,idle,82,"[0, 1]"
2022-03-09T06:12:49.000Z,35.386862179,139.430219983,87,440,20,8659292,3750,-1,-83,-16,7.0,idle,83,"[0, 1]"
2022-03-09T06:12:52.000Z,35.387012015,139.43035375,79,440,20,8659292,3750,-1,-83,-16,7.0,idle,83,"[0, 1]"
2022-03-09T06:12:54.000Z,35.387047626,139.430385989,83,440,20,8659292,3750,-1,-82,-16,2.0,idle,82,"[0, 1]"
2022-03-09T06:12:55.000Z,35.387044232,139.430377629,82,440,20,8659292,3750,-1,-82,-16,2.0,idle,82,"[0, 1]"
2022-03-09T06:12:58.000Z,35.387146578,139.430397957,84,440,20,8659292,3750,-1,-82,-16,3.0,idle,82,"[0, 1]"
2022-03-09T06:13:00.000Z,35.38727098,139.430419487,83,440,20,8659292,3750,-1,-82,-16,3.0,idle,82,"[0, 1]"
2022-03-09T06:13:01.000Z,35.38734054,139.430431455,83,440,20,8659292,3750,-1,-82,-16,6.0,idle,82,"[0, 1]"
2022-03-09T06:13:04.000Z,35.387513018,139.430448232,86,440,20,26936070,3750,-1,-88,-16,3.0,idle,88,"[0, 1]"
2022-03-09T06:13:06.000Z,35.387641396,139.430463807,87,440,20,26936070,3750,-1,-88,-16,3.0,idle,88,"[0, 1]"
2022-03-09T06:13:07.000Z,35.387703597,139.430474572,86,440,20,26936070,3750,-1,-88,-16,3.0,idle,88,"[0, 1]"
2022-03-09T06:13:10.000Z,35.387886816,139.43049971,87,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:13:12.000Z,35.388007835,139.430514083,86,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:13:13.000Z,35.388074001,139.43051769,86,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:13:16.000Z,35.388257232,139.43054403,86,440,20,26936070,3750,-1,-79,-16,4.0,idle,79,"[0, 1]"
2022-03-09T06:13:18.000Z,35.388385598,139.430558403,86,440,20,26936070,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:13:19.000Z,35.388444416,139.43056201,86,440,20,26936070,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:13:22.000Z,35.388634995,139.430588351,86,440,20,26936070,3750,-1,-80,-16,5.0,idle,80,"[0, 1]"
2022-03-09T06:13:24.000Z,35.388756014,139.430602724,86,440,20,26936070,3750,-1,-80,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:13:25.000Z,35.388818215,139.43061349,83,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:13:28.000Z,35.388861743,139.430630211,82,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:13:30.000Z,35.388861743,139.430630211,102,440,20,26936070,3750,-1,-79,-16,3.0,idle,79,"[0, 1]"
2022-03-09T06:13:31.000Z,35.388854395,139.430630211,93,440,20,26936070,3750,-1,-79,-16,8.0,idle,79,"[0, 1]"
2022-03-09T06:13:34.000Z,35.388920522,139.43073409,98,440,20,26936070,3750,-1,-79,-16,8.0,idle,79,"[0, 1]"
2022-03-09T06:13:36.000Z,35.38899345,139.430855892,107,440,20,26936070,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:13:37.000Z,35.389024537,139.430912012,107,440,20,26936070,3750,-1,-79,-16,6.0,idle,79,"[0, 1]"
2022-03-09T06:13:40.000Z,35.38912797,139.431104252,85,440,20,26936070,3750,-1,-79,-16,5.0,idle,79,"[0, 1]"
2022-03-09T06:13:42.000Z,35.38914606,139.431112612,85,440,20,26936070,3750,-1,-79,-16,5.0,idle,85,"[0, 1]"
2022-03-09T06:13:43.000Z,35.38912797,139.431104252,83,440,20,26936070,3750,-1,-85,-16,8.0,idle,85,"[0, 1]"
2022-03-09T06:13:46.000Z,35.389087824,139.431094688,83,440,20,26936070,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:13:48.000Z,35.388967376,139.431064796,79,440,20,26936070,3750,-1,-84,-16,8.0,idle,84,"[0, 1]"
2022-03-09T06:13:49.000Z,35.388912523,139.43105403,79,440,20,26936070,3750,-1,-80,-16,2.0,idle,80,"[0, 1]"
2022-03-09T06:13:52.000Z,35.388740605,139.43102053,79,440,20,26936070,3750,-1,-80,-16,2.0,idle,80,"[0, 1]"
2022-03-09T06:13:54.000Z,35.388623551,139.430998998,79,440,20,9589505,475,-1,-80,-16,3.0,idle,80,"[0, 1]"
2022-03-09T06:13:55.000Z,35.388568698,139.430988233,80,440,20,9589505,475,-1,-80,-16,3.0,idle,80,"[0, 1]"
2022-03-09T06:13:58.000Z,35.38837869,139.430946372,79,440,20,9589505,475,-1,-82,-16,3.0,idle,82,"[0, 1]"
2022-03-09T06:14:00.000Z,35.388261636,139.430924841,79,440,20,9589505,475,-1,-82,-16,3.0,idle,80,"[0, 1]"
2022-03-09T06:14:01.000Z,35.388203388,139.430905714,80,440,20,9589505,475,-1,-80,-16,5.0,idle,80,"[0, 1]"
2022-03-09T06:14:04.000Z,35.388042224,139.430881778,83,440,20,9589505,475,-1,-80,-16,4.0,idle,80,"[0, 1]"
2022-03-09T06:14:06.000Z,35.388034876,139.430881778,81,440,20,9589505,475,-1,-80,-16,4.0,idle,80,"[0, 1]"
2022-03-09T06:14:07.000Z,35.388034876,139.430881778,81,440,20,9589505,475,-1,-80,-16,5.0,idle,80,"[0, 1]"
2022-03-09T06:14:10.000Z,35.388064318,139.43078271,84,440,20,9589505,475,-1,-80,-16,5.0,idle,80,"[0, 1]"
2022-03-09T06:14:12.000Z,35.388102818,139.430637086,85,440,20,9589505,475,-1,-78,-16,5.0,idle,78,"[0, 1]"
2022-03-09T06:14:13.000Z,35.388120365,139.430559493,83,440,20,9589505,475,-1,-78,-16,5.0,idle,78,"[0, 1]"
2022-03-09T06:14:16.000Z,35.388190549,139.430352996,83,440,20,9589505,475,-1,-80,-16,1.0,idle,80,"[0, 1]"
